I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, X, Y, Z
-63,-63,0,63,-31,-31,29,-19,-117,-141,-161,-122,-122,-39,0
-63,-58,4,61,-34,-26,29,-24,-117,-141,-161,-122,-122,-39,-4
-63,-53,9,58,-36,-21,24,-24,-117,-136,-156,-122,-122,-39,-4
-63,-48,14,56,-39,-17,24,-24,-112,-136,-151,-117,-122,-39,-4
-68,-48,19,58,-43,-14,29,-24,-112,-136,-151,-117,-122,-39,-4
-68,-53,14,61,-41,-19,29,-24,-102,-131,-146,-117,-117,-39,0
-68,-58,9,63,-39,-24,29,-24,-97,-126,-141,-117,-117,-34,4
-68,-58,9,63,-39,-24,29,-24,-92,-122,-141,-112,-112,-34,4
-68,-58,9,63,-39,-24,29,-24,-92,-117,-136,-112,-107,-34,4
-63,-48,14,56,-39,-17,24,-19,-92,-122,-131,-107,-107,-34,0
-58,-43,14,51,-36,-14,24,-19,-92,-122,-131,-107,-107,-29,-9
-58,-43,14,51,-36,-14,24,-19,-87,-122,-126,-107,-107,-24,-9
-58,-43,14,51,-36,-14,24,-19,-78,-112,-126,-102,-102,-24,-9
-53,-43,9,48,-31,-17,24,-19,-78,-107,-122,-102,-97,-24,-4
-43,-43,0,43,-21,-21,19,-19,-78,-102,-117,-97,-87,-24,0
-43,-43,0,43,-21,-21,19,-19,-78,-102,-112,-97,-82,-24,0
-43,-43,0,43,-21,-21,19,-19,-78,-97,-112,-92,-82,-19,0
-48,-39,9,43,-29,-14,14,-19,-73,-97,-107,-92,-87,-24,0
-48,-39,9,43,-29,-14,14,-14,-73,-97,-107,-87,-92,-29,0
-48,-39,9,43,-29,-14,14,-14,-73,-92,-107,-87,-87,-29,-4
-53,-39,14,46,-34,-12,14,-19,-73,-92,-102,-87,-87,-29,-4
-53,-39,14,46,-34,-12,14,-19,-73,-92,-102,-87,-87,-29,-4
-48,-39,9,43,-29,-14,14,-19,-73,-92,-102,-87,-87,-24,-4
-48,-39,9,43,-29,-14,14,-19,-68,-92,-102,-82,-87,-19,0
-48,-43,4,46,-26,-19,14,-19,-68,-92,-107,-82,-87,-19,0
-53,-43,9,48,-31,-17,14,-19,-68,-92,-107,-82,-87,-24,0
-53,-43,9,48,-31,-17,14,-19,-68,-92,-107,-82,-82,-29,0
-53,-48,4,51,-29,-21,14,-19,-68,-92,-107,-87,-82,-29,0
-53,-48,4,51,-29,-21,14,-19,-68,-97,-107,-87,-82,-34,-4
-43,-43,0,43,-21,-21,9,-24,-73,-102,-112,-92,-82,-29,0
-39,-39,0,39,-19,-19,9,-29,-78,-107,-117,-97,-87,-29,0
-39,-39,0,39,-19,-19,14,-29,-78,-107,-117,-97,-87,-29,0
-39,-39,0,39,-19,-19,19,-29,-78,-107,-117,-97,-87,-29,0
-48,-48,0,48,-24,-24,19,-24,-78,-107,-117,-97,-87,-29,0
-48,-43,4,46,-26,-19,19,-19,-78,-107,-117,-97,-87,-24,0
-53,-43,9,48,-31,-17,19,-19,-78,-107,-117,-97,-92,-24,0
-53,-24,29,39,-41,2,19,-19,-78,-107,-117,-97,-102,-9,-9
-43,-14,29,29,-36,7,34,-14,-63,-97,-112,-92,-102,-4,-19
-39,4,43,17,-41,24,63,4,-53,-87,-102,-87,-102,9,-34
-24,24,48,0,-36,36,92,24,-39,-73,-87,-78,-102,24,-53
-19,39,58,-9,-39,48,131,48,-19,-63,-78,-68,-107,34,-68
-9,58,68,-24,-39,63,141,58,-9,-53,-68,-68,-107,43,-87
-9,73,82,-31,-46,78,146,68,4,-43,-63,-63,-107,53,-97
4,82,78,-43,-36,80,126,73,29,-34,-53,-58,-107,63,-112
14,102,87,-58,-36,95,102,78,43,-19,-43,-48,-102,82,-126
24,122,97,-73,-36,109,82,78,53,-4,-34,-43,-92,92,-136
34,126,92,-80,-29,109,9,24,39,-14,-43,-43,-87,92,-122
39,136,97,-87,-29,117,-87,-92,0,-39,-58,-43,-87,97,-68
39,141,102,-90,-31,122,-141,-126,-19,-48,-73,-48,-82,97,-39
39,136,97,-87,-29,117,-156,-136,-39,-63,-82,-48,-78,97,-9
39,136,97,-87,-29,117,-170,-136,-48,-68,-82,-48,-73,102,9
39,126,87,-82,-24,107,-170,-136,-53,-73,-87,-48,-58,102,24
34,112,78,-73,-21,95,-170,-151,-73,-87,-97,-53,-58,87,53
39,92,53,-65,-7,73,-180,-165,-107,-107,-107,-58,-43,78,82
48,78,29,-63,9,53,-180,-170,-117,-122,-117,-58,-29,73,102
48,73,24,-61,12,48,-170,-165,-117,-122,-117,-58,-29,78,102
43,63,19,-53,12,41,-141,-146,-112,-122,-117,-58,-29,73,92
19,39,19,-29,0,29,-97,-122,-112,-122,-122,-68,-48,58,78
-9,19,29,-4,-19,24,-63,-102,-117,-131,-131,-87,-73,48,48
-34,0,34,17,-34,17,-34,-82,-117,-136,-136,-97,-87,34,39
-48,-9,39,29,-43,14,-14,-78,-117,-136,-141,-107,-97,29,29
-53,-9,43,31,-48,17,0,-68,-117,-136,-141,-107,-107,19,19
-73,-14,58,43,-65,21,14,-53,-112,-136,-141,-122,-122,9,9
-78,-29,48,53,-63,9,34,-39,-112,-136,-141,-126,-126,-9,0
-87,-58,29,73,-58,-14,43,-29,-112,-136,-151,-136,-131,-29,0
-92,-78,14,85,-53,-31,53,-24,-112,-141,-156,-141,-136,-43,0
-97,-82,14,90,-56,-34,53,-24,-112,-146,-156,-146,-136,-58,4
-102,-82,19,92,-61,-31,53,-19,-117,-146,-165,-146,-136,-58,4
-107,-87,19,97,-63,-34,58,-19,-117,-146,-170,-146,-136,-58,4
-102,-87,14,95,-58,-36,63,-14,-112,-146,-170,-146,-141,-58,0
-102,-87,14,95,-58,-36,68,-9,-112,-146,-170,-146,-141,-58,0
-102,-92,9,97,-56,-41,73,-9,-107,-141,-165,-141,-136,-58,-4
-102,-97,4,100,-53,-46,82,0,-92,-131,-146,-136,-131,-53,-24
-107,-87,19,97,-63,-34,87,0,-73,-112,-136,-131,-141,-53,-24
-131,-78,53,104,-92,-12,117,24,-19,-78,-117,-151,-170,-43,-68
-190,-68,122,129,-156,26,209,146,107,0,-78,-195,-214,-34,-175
-224,-39,185,131,-204,73,409,434,395,195,48,-204,-214,-4,-390
-185,19,204,82,-195,112,639,863,878,551,322,-122,-107,29,-673
-97,82,180,7,-139,131,722,1088,1205,810,517,-24,19,63,-829
63,214,151,-139,-43,183,575,1058,1400,985,678,117,200,112,-863
248,429,180,-339,34,305,248,590,1039,810,610,263,307,244,-644
414,678,263,-546,75,470,-366,-566,-136,43,131,302,244,434,-19
629,883,253,-756,187,568,-1132,-1776,-1385,-766,-375,380,248,585,775
976,941,-34,-958,505,453,-2074,-2776,-2396,-1376,-663,634,536,566,1747
1234,1039,-195,-1137,714,422,-2830,-3484,-3035,-1786,-888,790,771,595,2420
1454,1078,-375,-1266,915,351,-3240,-3689,-3025,-1756,-839,917,985,590,2625
1342,639,-702,-990,1022,-31,-2693,-2928,-2347,-1278,-478,927,1083,258,2225
985,307,-678,-646,832,-185,-1849,-2020,-1468,-727,-170,697,844,87,1581
649,146,-502,-397,575,-178,-1234,-1400,-1156,-766,-458,268,424,48,1171
400,39,-361,-219,380,-161,-839,-1010,-990,-800,-619,-9,117,34,907
239,0,-239,-119,239,-119,-561,-697,-707,-614,-497,-87,0,24,639
87,-48,-136,-19,112,-92,-287,-380,-458,-424,-351,-122,-73,-9,385
-4,-73,-68,39,31,-70,-78,-126,-224,-229,-204,-102,-73,-34,175
-58,-102,-43,80,-7,-73,43,4,-87,-112,-126,-107,-92,-53,43
-92,-107,-14,100,-39,-61,92,53,-34,-87,-102,-107,-107,-63,-4
-97,-107,-9,102,-43,-58,112,78,-34,-87,-97,-107,-117,-68,-19
-112,-107,4,109,-58,-51,136,97,-19,-82,-92,-117,-117,-68,-34
-117,-126,-9,122,-53,-68,156,117,4,-63,-87,-126,-122,-78,-53
-131,-146,-14,139,-58,-80,161,117,4,-63,-87,-126,-126,-82,-53
-131,-136,-4,134,-63,-70,161,117,0,-73,-92,-131,-126,-82,-58
-131,-126,4,129,-68,-61,161,122,0,-73,-92,-131,-126,-82,-63
-126,-126,0,126,-63,-63,170,131,4,-68,-92,-131,-131,-82,-68
-126,-126,0,126,-63,-63,180,131,4,-63,-87,-136,-136,-78,-68
-126,-122,4,124,-65,-58,180,131,4,-63,-87,-136,-141,-78,-68
-122,-117,4,119,-63,-56,180,136,0,-63,-87,-136,-141,-78,-68
-126,-117,9,122,-68,-53,180,136,0,-63,-87,-136,-141,-82,-68
-136,-117,19,126,-78,-48,185,136,0,-63,-82,-136,-141,-87,-73
-136,-131,4,134,-70,-63,185,141,0,-63,-82,-136,-136,-87,-73
-136,-141,-4,139,-65,-73,190,141,4,-58,-82,-136,-131,-92,-73
-136,-141,-4,139,-65,-73,195,141,0,-63,-82,-136,-131,-92,-78
-136,-141,-4,139,-65,-73,195,141,-4,-68,-82,-136,-136,-92,-78
-136,-136,0,136,-68,-68,195,146,0,-63,-82,-136,-136,-92,-78
-141,-136,4,139,-73,-65,200,146,0,-63,-82,-136,-136,-92,-82
-136,-136,0,136,-68,-68,204,151,4,-58,-73,-131,-136,-92,-82
-131,-131,0,131,-65,-65,209,151,9,-48,-68,-126,-136,-92,-82
-131,-136,-4,134,-63,-70,209,156,14,-48,-63,-126,-136,-92,-87
-131,-146,-14,139,-58,-80,209,161,19,-43,-63,-131,-136,-92,-87
-136,-146,-9,141,-63,-78,209,161,14,-43,-63,-131,-136,-97,-87
-141,-146,-4,143,-68,-75,214,165,14,-43,-58,-131,-136,-97,-87
-141,-141,0,141,-70,-70,209,165,14,-34,-53,-126,-136,-97,-92
-141,-136,4,139,-73,-65,204,170,19,-29,-48,-126,-131,-97,-92
-141,-131,9,136,-75,-61,209,175,29,-24,-43,-122,-126,-97,-97
-141,-131,9,136,-75,-61,209,175,34,-24,-39,-122,-126,-97,-97
-136,-131,4,134,-70,-63,209,180,39,-19,-34,-117,-126,-97,-102
-131,-131,0,131,-65,-65,209,185,48,-9,-29,-117,-126,-97,-102
-131,-131,0,131,-65,-65,209,185,58,0,-19,-117,-122,-97,-107
-126,-131,-4,129,-61,-68,209,195,63,9,-9,-107,-112,-97,-112
-126,-131,-4,129,-61,-68,209,200,73,19,0,-107,-107,-97,-112
-131,-131,0,131,-65,-65,209,209,82,34,14,-97,-102,-97,-117
-131,-126,4,129,-68,-61,209,219,97,48,19,-87,-97,-97,-117
-131,-126,4,129,-68,-61,209,229,117,63,29,-82,-87,-97,-117
-126,-131,-4,129,-61,-68,209,234,122,73,48,-68,-82,-102,-126
-126,-136,-9,131,-58,-73,209,239,136,87,58,-53,-73,-107,-131
-122,-141,-19,131,-51,-80,209,248,151,112,82,-43,-58,-107,-136
-117,-146,-29,131,-43,-87,204,258,175,131,107,-34,-39,-102,-141
-107,-136,-29,122,-39,-82,204,263,200,156,131,-14,-24,-102,-151
-97,-126,-29,112,-34,-78,204,273,224,180,161,4,-9,-102,-161
-92,-117,-24,104,-34,-70,204,283,248,214,195,29,14,-97,-161
-87,-117,-29,102,-29,-73,204,302,278,253,234,53,39,-92,-170
-78,-112,-34,95,-21,-73,204,317,317,292,278,82,68,-87,-175
-73,-112,-39,92,-17,-75,204,331,356,336,322,112,97,-82,-185
-58,-112,-53,85,-2,-82,204,346,395,385,370,141,131,-87,-204
-48,-107,-58,78,4,-82,204,361,434,448,429,175,170,-82,-214
-29,-97,-68,63,19,-82,190,380,497,502,488,219,214,-82,-229
-9,-92,-82,51,36,-87,180,395,551,561,561,263,253,-68,-244
9,-78,-87,34,48,-82,180,424,590,634,629,317,302,-68,-253
29,-63,-92,17,61,-78,180,448,649,702,702,370,346,-63,-263
53,-53,-107,0,80,-80,180,473,717,775,780,424,400,-68,-278
68,-39,-107,-14,87,-73,180,497,780,839,854,473,448,-58,-297
87,-24,-112,-31,100,-68,165,512,824,907,922,522,497,-48,-302
112,-14,-126,-48,119,-70,151,517,858,956,985,561,541,-39,-307
126,4,-122,-65,124,-58,141,527,902,1000,1029,595,580,-34,-317
156,14,-141,-85,148,-63,131,531,922,1029,1054,624,605,-14,-322
165,39,-126,-102,146,-43,117,531,932,1034,1058,639,614,-14,-322
170,53,-117,-112,143,-31,107,527,932,1024,1058,644,614,-19,-317
170,58,-112,-114,141,-26,92,512,907,980,1015,629,600,-4,-297
165,68,-97,-117,131,-14,78,483,849,912,941,600,566,9,-273
161,73,-87,-117,124,-7,68,429,766,829,849,546,517,24,-253
151,78,-73,-114,112,2,53,366,673,736,751,478,458,29,-224
131,78,-53,-104,92,12,39,331,590,629,639,414,400,29,-190
122,73,-48,-97,85,12,24,268,488,512,517,346,336,29,-151
97,68,-29,-82,63,19,14,209,380,390,400,268,253,29,-126
78,63,-14,-70,46,24,14,161,297,302,307,200,190,24,-102
48,58,9,-53,19,34,9,112,229,219,224,146,131,29,-82
29,53,24,-41,2,39,9,82,161,151,146,97,73,24,-73
14,39,24,-26,-4,31,14,48,97,78,73,48,29,19,-53
0,19,19,-9,-9,19,14,34,53,29,24,9,-9,19,-48
-9,9,19,0,-14,14,19,19,29,-4,-9,-24,-34,9,-39
-19,-4,14,12,-17,4,19,9,4,-39,-48,-39,-53,9,-29
-24,-9,14,17,-19,2,24,-4,-24,-68,-78,-48,-68,-4,-24
-24,-9,14,17,-19,2,34,-14,-39,-82,-92,-68,-78,-24,-19
-29,-19,9,24,-19,-4,34,-14,-53,-92,-97,-82,-92,-19,-19
-34,-19,14,26,-24,-2,34,-14,-63,-102,-107,-87,-107,-14,-9
-43,-19,24,31,-34,2,34,-19,-73,-117,-122,-97,-107,-9,-9
-48,-24,24,36,-36,0,34,-19,-78,-122,-131,-102,-112,-4,-4
-53,-24,29,39,-41,2,34,-24,-78,-122,-131,-107,-117,-4,-4
-53,-24,29,39,-41,2,34,-24,-82,-126,-131,-112,-122,-9,-4
-53,-29,24,41,-39,-2,34,-19,-87,-131,-136,-117,-122,-14,0
-58,-39,19,48,-39,-9,34,-14,-87,-131,-141,-122,-122,-19,0
-58,-39,19,48,-39,-9,34,-19,-92,-131,-146,-122,-126,-19,0
-58,-43,14,51,-36,-14,34,-19,-97,-136,-146,-122,-126,-24,4
-53,-39,14,46,-34,-12,34,-19,-92,-136,-146,-126,-131,-24,0
-48,-29,19,39,-34,-4,34,-24,-92,-141,-146,-126,-136,-24,0
-48,-24,24,36,-36,0,34,-24,-92,-141,-146,-126,-136,-24,0
-48,-24,24,36,-36,0,34,-24,-97,-146,-146,-126,-136,-24,0
-43,-34,9,39,-26,-12,34,-24,-97,-146,-151,-126,-131,-34,0
-43,-43,0,43,-21,-21,34,-24,-97,-146,-151,-126,-131,-43,0
-53,-48,4,51,-29,-21,34,-24,-97,-146,-151,-131,-131,-34,0
-53,-48,4,51,-29,-21,34,-24,-97,-146,-151,-131,-131,-24,0
-53,-39,14,46,-34,-12,34,-24,-97,-146,-151,-131,-131,-29,0
-53,-29,24,41,-39,-2,34,-24,-97,-146,-151,-131,-131,-29,0
-58,-39,19,48,-39,-9,34,-24,-97,-146,-151,-131,-136,-29,0
-63,-48,14,56,-39,-17,34,-24,-97,-146,-151,-131,-141,-29,0
-63,-48,14,56,-39,-17,34,-19,-102,-146,-151,-131,-141,-29,0
-63,-48,14,56,-39,-17,39,-19,-107,-146,-151,-131,-141,-29,0
-58,-53,4,56,-31,-24,39,-19,-107,-141,-151,-131,-136,-29,4
-53,-53,0,53,-26,-26,39,-19,-102,-141,-151,-131,-131,-29,4
-53,-53,0,53,-26,-26,34,-14,-97,-136,-146,-131,-131,-34,4
-53,-48,4,51,-29,-21,34,-14,-92,-136,-141,-126,-131,-39,4
-58,-43,14,51,-36,-14,34,-14,-92,-136,-141,-122,-131,-39,4
-58,-39,19,48,-39,-9,29,-14,-87,-131,-136,-117,-126,-39,4
-58,-39,19,48,-39,-9,29,-19,-87,-126,-131,-117,-126,-29,4
-58,-39,19,48,-39,-9,29,-24,-82,-122,-131,-112,-122,-24,4
-58,-43,14,51,-36,-14,29,-24,-82,-117,-126,-112,-117,-24,4
-53,-43,9,48,-31,-17,24,-19,-82,-117,-122,-107,-117,-29,4
-58,-43,14,51,-36,-14,24,-19,-87,-112,-122,-107,-117,-29,0
-68,-43,24,56,-46,-9,24,-19,-87,-112,-117,-107,-117,-24,0
-68,-43,24,56,-46,-9,24,-19,-78,-102,-122,-102,-112,-24,0
-68,-43,24,56,-46,-9,24,-19,-78,-102,-122,-102,-112,-24,0
-58,-39,19,48,-39,-9,19,-19,-78,-102,-117,-97,-107,-24,0
-53,-34,19,43,-36,-7,19,-19,-78,-102,-112,-97,-102,-24,0
-53,-34,19,43,-36,-7,19,-24,-78,-97,-112,-92,-102,-19,4
-58,-29,29,43,-43,0,14,-29,-73,-97,-107,-92,-102,-19,9
-58,-34,24,46,-41,-4,14,-24,-73,-102,-107,-87,-102,-19,9
-53,-39,14,46,-34,-12,14,-24,-73,-102,-107,-87,-97,-19,4
-58,-39,19,48,-39,-9,14,-24,-73,-102,-102,-87,-97,-19,4
-63,-39,24,51,-43,-7,14,-19,-73,-102,-102,-87,-97,-24,4
-58,-39,19,48,-39,-9,14,-19,-73,-102,-102,-87,-97,-24,0
-58,-34,24,46,-41,-4,14,-19,-68,-102,-102,-82,-97,-19,0
-53,-29,24,41,-39,-2,14,-19,-68,-102,-107,-82,-97,-19,0
-53,-24,29,39,-41,2,14,-19,-68,-102,-107,-82,-97,-19,0
-48,-24,24,36,-36,0,14,-24,-68,-102,-107,-82,-92,-19,4
-43,-29,14,36,-29,-7,14,-29,-68,-102,-107,-87,-92,-19,9
-43,-29,14,36,-29,-7,14,-29,-68,-102,-107,-92,-97,-24,4
-43,-24,19,34,-31,-2,14,-29,-73,-107,-107,-97,-102,-19,4
-43,-24,19,34,-31,-2,9,-29,-68,-107,-112,-97,-102,-19,0
-48,-29,19,39,-34,-4,9,-29,-68,-107,-117,-97,-107,-19,0
-48,-29,19,39,-34,-4,14,-24,-68,-107,-117,-97,-102,-19,0
-48,-29,19,39,-34,-4,19,-19,-68,-107,-117,-97,-97,-19,0
-53,-39,14,46,-34,-12,19,-19,-68,-107,-117,-97,-97,-19,0
-53,-39,14,46,-34,-12,14,-19,-68,-107,-117,-97,-97,-24,0
-53,-43,9,48,-31,-17,14,-19,-73,-112,-117,-97,-97,-29,4
-53,-34,19,43,-36,-7,9,-19,-78,-117,-117,-97,-102,-29,0
-43,-24,19,34,-31,-2,24,-14,-63,-107,-112,-92,-102,-24,-9
-39,-4,34,21,-36,14,53,4,-53,-97,-102,-87,-102,-9,-24
-24,14,39,4,-31,26,82,24,-39,-82,-87,-78,-102,14,-43
-19,29,48,-4,-34,39,122,48,-19,-73,-78,-68,-107,34,-58
-9,43,53,-17,-31,48,131,58,-9,-63,-68,-68,-112,43,-78
-9,53,63,-21,-36,58,136,68,4,-53,-63,-63,-117,53,-87
4,68,63,-36,-29,65,117,68,24,-43,-53,-58,-117,63,-107
14,92,78,-53,-31,85,92,68,34,-29,-43,-48,-112,82,-126
24,122,97,-73,-36,109,87,82,53,-9,-29,-43,-102,92,-131
34,136,102,-85,-34,119,29,43,48,-14,-34,-43,-97,92,-112
39,146,107,-92,-34,126,-78,-82,9,-39,-43,-43,-92,107,-58
39,151,112,-95,-36,131,-141,-126,-9,-48,-53,-48,-82,117,-29
39,146,107,-92,-34,126,-156,-136,-29,-63,-63,-48,-78,112,-4
39,146,107,-92,-34,126,-170,-136,-39,-68,-63,-48,-73,112,9
43,136,92,-90,-24,114,-170,-136,-43,-73,-73,-48,-58,112,19
43,122,78,-82,-17,100,-170,-151,-63,-87,-87,-53,-58,97,43
43,107,63,-75,-9,85,-185,-170,-102,-107,-97,-58,-48,78,78
48,97,48,-73,0,73,-190,-180,-117,-122,-107,-58,-39,63,102
53,92,39,-73,7,65,-185,-175,-117,-122,-107,-58,-39,78,102
53,82,29,-68,12,56,-161,-156,-112,-122,-107,-58,-39,82,92
29,58,29,-43,0,43,-117,-126,-112,-122,-112,-68,-58,68,82
0,39,39,-19,-19,39,-82,-102,-117,-131,-122,-87,-82,58,58
-24,14,39,4,-31,26,-53,-87,-117,-136,-126,-92,-97,34,48
-39,0,39,19,-39,19,-34,-87,-117,-136,-131,-97,-107,19,39
-43,-4,39,24,-41,17,-19,-78,-117,-136,-131,-97,-112,19,29
-63,-14,48,39,-56,17,-4,-63,-112,-136,-131,-112,-122,19,19
-73,-29,43,51,-58,7,14,-43,-112,-136,-131,-117,-126,0,4
-87,-58,29,73,-58,-14,24,-29,-112,-136,-141,-126,-131,-19,0
-87,-73,14,80,-51,-29,39,-24,-112,-141,-146,-131,-136,-34,0
-87,-73,14,80,-51,-29,43,-24,-112,-146,-146,-136,-136,-48,4
-92,-78,14,85,-53,-31,43,-19,-112,-146,-151,-136,-136,-53,4
-97,-87,9,92,-53,-39,48,-19,-107,-146,-151,-136,-136,-58,4
-97,-87,9,92,-53,-39,53,-14,-102,-146,-151,-136,-141,-58,0
-102,-87,14,95,-58,-36,58,-9,-102,-146,-151,-136,-141,-58,0
-102,-87,14,95,-58,-36,58,-19,-112,-151,-161,-136,-141,-53,0
-102,-87,14,95,-58,-36,63,-19,-112,-151,-156,-136,-141,-43,-14
-102,-78,24,90,-63,-26,58,-29,-107,-136,-146,-122,-136,-39,-4
-122,-68,53,95,-87,-7,78,-14,-68,-107,-126,-131,-151,-24,-39
-180,-68,112,124,-146,21,141,43,-4,-82,-131,-195,-219,-29,-107
-214,-48,165,131,-190,58,312,268,219,58,-48,-224,-244,-14,-283
-209,-4,204,107,-207,100,595,766,746,439,239,-156,-156,19,-619
-156,43,200,56,-178,122,732,1058,1117,722,448,-73,-48,53,-829
-9,146,156,-68,-82,151,683,1224,1532,1049,712,73,156,68,-961
161,331,170,-246,-4,251,453,951,1390,1024,746,224,287,165,-839
312,610,297,-461,7,453,-87,-126,287,312,302,253,209,380,-302
512,844,331,-678,90,588,-780,-1259,-888,-444,-170,322,200,556,405
878,907,29,-893,424,468,-1776,-2381,-2054,-1141,-497,605,497,541,1478
1156,1010,-146,-1083,651,431,-2586,-3211,-2849,-1639,-761,790,741,575,2254
1478,1151,-326,-1315,902,412,-3289,-3728,-3113,-1795,-839,951,1005,629,2679
1468,814,-653,-1141,1061,80,-3035,-3279,-2708,-1503,-605,995,1151,356,2498
1117,424,-692,-771,905,-134,-2127,-2293,-1688,-824,-165,819,966,141,1790
785,204,-580,-495,683,-187,-1449,-1595,-1234,-736,-322,444,600,58,1317
502,78,-424,-290,463,-173,-1010,-1171,-1088,-824,-585,92,229,43,1039
307,19,-287,-163,297,-134,-688,-824,-824,-692,-566,-58,48,34,756
126,-34,-161,-46,143,-97,-385,-483,-551,-497,-409,-112,-39,0,478
4,-63,-68,29,36,-65,-146,-204,-292,-297,-253,-112,-53,-24,244
-48,-92,-43,70,-2,-68,0,-34,-131,-146,-146,-107,-73,-43,78
-82,-97,-14,90,-34,-56,73,53,-53,-87,-92,-97,-87,-53,-4
-87,-102,-14,95,-36,-58,92,78,-53,-87,-92,-97,-97,-63,-19
-102,-107,-4,104,-48,-56,117,97,-39,-82,-92,-107,-97,-68,-34
-107,-112,-4,109,-51,-58,141,122,-4,-63,-82,-117,-107,-73,-58
-122,-117,4,119,-63,-56,151,126,4,-63,-78,-117,-117,-73,-63
-126,-117,9,122,-68,-53,156,126,0,-73,-82,-122,-122,-73,-68
-131,-117,14,124,-73,-51,161,131,0,-73,-82,-122,-126,-73,-73
-131,-122,9,126,-70,-56,170,141,4,-68,-82,-122,-126,-82,-78
-136,-126,9,131,-73,-58,180,141,4,-63,-78,-126,-126,-87,-78
-136,-126,9,131,-73,-58,180,141,9,-63,-78,-126,-131,-87,-78
-131,-126,4,129,-68,-61,180,146,9,-63,-78,-126,-131,-87,-78
-131,-122,9,126,-70,-56,180,146,9,-63,-78,-126,-131,-82,-78
-136,-117,19,126,-78,-48,185,146,9,-63,-73,-126,-131,-78,-82
-131,-122,9,126,-70,-56,185,151,4,-63,-73,-126,-126,-78,-82
-126,-122,4,124,-65,-58,190,151,4,-58,-73,-126,-122,-82,-82
-126,-122,4,124,-65,-58,195,151,4,-53,-73,-126,-122,-82,-87
-126,-122,4,124,-65,-58,195,151,4,-48,-73,-126,-126,-82,-87
-126,-122,4,124,-65,-58,195,156,9,-43,-73,-126,-126,-82,-87
-131,-126,4,129,-68,-61,200,156,9,-43,-73,-126,-126,-82,-92
-131,-126,4,129,-68,-61,200,161,9,-48,-68,-126,-126,-82,-92
-131,-122,9,126,-70,-56,200,161,9,-48,-68,-126,-126,-82,-92
-131,-122,9,126,-70,-56,200,165,14,-48,-63,-126,-126,-82,-97
-131,-126,4,129,-68,-61,200,170,19,-43,-63,-131,-126,-82,-97
-136,-131,4,134,-70,-63,200,170,19,-43,-63,-131,-126,-87,-97
-141,-136,4,139,-73,-65,204,175,24,-43,-58,-131,-126,-87,-97
-141,-136,4,139,-73,-65,204,175,24,-34,-53,-126,-131,-87,-102
-141,-136,4,139,-73,-65,204,180,29,-29,-48,-126,-131,-87,-102
-141,-131,9,136,-75,-61,209,185,39,-24,-43,-122,-126,-92,-107
-141,-131,9,136,-75,-61,209,185,43,-24,-39,-122,-126,-97,-107
-141,-131,9,136,-75,-61,209,190,48,-19,-34,-117,-126,-97,-112
-141,-131,9,136,-75,-61,209,195,58,-9,-29,-117,-126,-97,-112
-141,-131,9,136,-75,-61,209,195,68,0,-19,-117,-122,-92,-112
-136,-131,4,134,-70,-63,209,204,73,9,-9,-107,-112,-87,-112
-136,-131,4,134,-70,-63,209,209,82,19,0,-107,-107,-87,-112
-141,-131,9,136,-75,-61,209,219,92,34,14,-97,-102,-87,-117
-141,-126,14,134,-78,-56,209,224,102,43,19,-92,-97,-87,-122
-141,-126,14,134,-78,-56,209,229,117,53,29,-92,-87,-87,-126
-136,-131,4,134,-70,-63,209,234,126,68,48,-82,-82,-87,-136
-136,-136,0,136,-68,-68,209,239,146,87,58,-73,-73,-87,-141
-126,-131,-4,129,-61,-68,214,248,156,112,82,-58,-63,-92,-146
-117,-126,-9,122,-53,-68,214,258,175,131,107,-43,-48,-92,-151
-112,-126,-14,119,-48,-70,214,268,200,156,126,-24,-34,-92,-161
-107,-126,-19,117,-43,-73,214,283,224,180,151,-4,-19,-92,-170
-107,-117,-9,112,-48,-63,214,287,253,214,180,9,0,-92,-170
-107,-117,-9,112,-48,-63,214,302,287,253,214,24,19,-92,-180
-97,-112,-14,104,-41,-63,214,322,326,292,258,53,48,-87,-190
-92,-112,-19,102,-36,-65,214,341,366,336,302,82,78,-82,-204
-78,-102,-24,90,-26,-63,214,356,414,385,356,112,107,-82,-224
-68,-87,-19,78,-24,-53,214,370,463,448,419,146,141,-73,-234
-53,-78,-24,65,-14,-51,214,400,527,507,478,195,185,-73,-248
-39,-73,-34,56,-2,-53,219,424,580,570,551,244,224,-58,-263
-24,-63,-39,43,7,-51,214,448,624,644,619,283,268,-58,-283
-9,-53,-43,31,17,-48,209,468,688,712,692,322,307,-53,-302
14,-43,-58,14,36,-51,204,492,756,790,771,375,366,-53,-317
29,-29,-58,0,43,-43,200,517,819,858,844,424,419,-39,-336
53,-9,-63,-21,58,-36,190,541,878,936,917,478,468,-29,-346
82,4,-78,-43,80,-36,180,556,927,995,985,522,512,-19,-356
92,24,-68,-58,80,-21,175,566,985,1049,1044,561,556,-14,-366
117,34,-82,-75,100,-24,170,570,1019,1088,1083,595,585,4,-370
126,53,-73,-90,100,-9,156,580,1034,1102,1093,614,605,14,-375
131,63,-68,-97,100,-2,146,585,1039,1102,1098,624,614,19,-375
141,68,-73,-104,107,-2,131,570,1015,1073,1063,619,610,24,-361
146,78,-68,-112,107,4,117,541,956,1019,1000,600,585,29,-341
